km_age,mark,model,power,segment,state,transmission,year,engine_type,region,body_type,color,drive_type,wheell_type,condition,owners_count,customs_cleared,price
72000,BMW,X5,218,PREMIUM,used,AUTOMATIC,2015,DIESEL,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,2 владельца,Растаможен,2747000
0,AUDI,Q7,249,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,5571300
102000,CHEVROLET,ORLANDO,141,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,компактвэн,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,745000
20074,MERCEDES,E_KLASSE,194,PREMIUM,used,AUTOMATIC,2018,DIESEL,Москва,универсал 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4139000
0,NISSAN,QASHQAI,144,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,1802000
142376,MAZDA,3,150,MEDIUM,used,AUTOMATIC,2008,GASOLINE,Москва,хэтчбек 5 дв.,золотистый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,405000
91000,SKODA,OCTAVIA,105,MEDIUM,used,ROBOT,2014,GASOLINE,Москва и Московская область,лифтбек,синий,передний,Левый,Не требует ремонта,3 или более,Растаможен,698000
33243,MERCEDES,A_KLASSE,150,PREMIUM,used,ROBOT,2019,GASOLINE,Москва,хэтчбек 5 дв.,серый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,2199000
85119,NISSAN,TERRANO,135,ECONOMY,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,749000
0,AUDI,Q3,180,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3074000
324452,MITSUBISHI,LANCER,143,MEDIUM,used,MECHANICAL,2008,GASOLINE,Москва,седан,бежевый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,403700
72959,INFINITI,JX,265,PREMIUM,used,VARIATOR,2013,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1648000
58080,CITROEN,DS4,150,PREMIUM,used,AUTOMATIC,2013,GASOLINE,Москва,хэтчбек 5 дв.,коричневый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,689000
93726,FORD,FOCUS,100,MEDIUM,used,AUTOMATIC,2010,GASOLINE,Москва,хэтчбек 5 дв.,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,450000
72167,MAZDA,CX_5,150,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1355000
0,VOLKSWAGEN,AMAROK,140,MEDIUM,new,MECHANICAL,2020,DIESEL,Москва,пикап двойная кабина,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2629500
140000,RENAULT,MEGANE,115,MEDIUM,used,AUTOMATIC,2008,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,299000
145102,VOLVO,XC60,205,PREMIUM,used,AUTOMATIC,2010,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,1090000
75798,OPEL,ASTRA,140,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,669000
160472,MERCEDES,GL_KLASSE,224,PREMIUM,used,AUTOMATIC,2011,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1540000
0,VOLKSWAGEN,TIGUAN,150,MEDIUM,new,ROBOT,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2121000
153000,SKODA,OCTAVIA,152,MEDIUM,used,ROBOT,2011,GASOLINE,Москва,лифтбек,серый,передний,Левый,Не требует ремонта,3 или более,Растаможен,499000
0,AUDI,A5,249,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,лифтбек,зелёный,неизвестно,Левый,Новая,0 владелецев,Растаможен,4098000
120392,RENAULT,FLUENCE,110,MEDIUM,used,MECHANICAL,2012,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,409000
150000,VAZ,21099,70,ECONOMY,used,MECHANICAL,1998,GASOLINE,Москва,седан,синий,передний,Левый,Не требует ремонта,3 или более,Растаможен,95000
121000,VOLVO,XC60,163,PREMIUM,used,AUTOMATIC,2012,DIESEL,Балашиха,внедорожник 5 дв.,красный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1319000
0,MERCEDES,GLE_KLASSE_COUPE,367,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,9493700
165856,DODGE,CARAVAN,152,MEDIUM,used,AUTOMATIC,1999,GASOLINE,Москва,минивэн,белый,передний,Левый,Не требует ремонта,3 или более,Растаможен,165000
173000,HYUNDAI,SOLARIS,123,ECONOMY,used,AUTOMATIC,2014,GASOLINE,Москва,седан,оранжевый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,498000
170189,OPEL,ZAFIRA,140,MEDIUM,used,MECHANICAL,2007,GASOLINE,Москва и Московская область,компактвэн,серый,передний,Левый,Не требует ремонта,3 или более,Растаможен,399000
209390,OPEL,ASTRA,115,MEDIUM,used,ROBOT,2008,GASOLINE,Москва,хэтчбек 3 дв.,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,274000
67574,KIA,SPORTAGE,150,MEDIUM,used,AUTOMATIC,2017,GASOLINE,Москва,внедорожник 5 дв.,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1460000
0,VOLKSWAGEN,POLO,125,ECONOMY,new,ROBOT,2020,GASOLINE,Москва,лифтбек,коричневый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1380798
53566,CADILLAC,ESCALADE,426,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,4979000
113518,SKODA,YETI,122,MEDIUM,used,ROBOT,2014,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,805000
133272,OPEL,ANTARA,249,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва и Московская область,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,660000
126000,TOYOTA,COROLLA,124,MEDIUM,used,AUTOMATIC,2011,GASOLINE,Москва,седан,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,790000
0,MERCEDES,GLA_CLASS,150,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3279500
177639,MAZDA,6,192,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,915000
16638,BMW,7ER,320,PREMIUM,used,AUTOMATIC,2019,DIESEL,Москва,седан,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,6950000
29800,MERCEDES,AMG_GT,367,PREMIUM,used,ROBOT,2019,GASOLINE,Москва,лифтбек,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,6888000
89000,FORD,C_MAX,109,MEDIUM,used,VARIATOR,2005,DIESEL,Москва,компактвэн,серебристый,передний,Левый,Не требует ремонта,3 или более,Растаможен,275000
0,AUDI,A4,249,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3451000
193700,HYUNDAI,SANTA_FE,184,MEDIUM,used,AUTOMATIC,2013,DIESEL,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,3 или более,Растаможен,1235000
31751,RENAULT,LOGAN,82,ECONOMY,used,MECHANICAL,2019,GASOLINE,Москва,седан,коричневый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,740000
0,AUDI,A4,190,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2730000
100418,BMW,X5,218,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2967000
22500,HYUNDAI,SOLARIS,123,ECONOMY,used,AUTOMATIC,2015,GASOLINE,Москва,седан,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,800000
152430,MERCEDES,S_KLASSE,333,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3190000
116867,HYUNDAI,IX35,150,MEDIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,859000
0,MERCEDES,GLC_COUPE,245,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,5690000
30850,MERCEDES,S_KLASSE_AMG,585,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,седан,синий,полный,Левый,Не требует ремонта,2 владельца,Растаможен,5545000
0,AUDI,A4,190,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2830000
230404,OPEL,ASTRA,140,MEDIUM,used,MECHANICAL,2008,GASOLINE,Химки,седан,синий,передний,Левый,Не требует ремонта,3 или более,Растаможен,280000
222998,RENAULT,MEGANE,115,MEDIUM,used,MECHANICAL,2006,GASOLINE,Москва,седан,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,250000
94047,TOYOTA,LAND_CRUISER_PRADO,177,PREMIUM,used,AUTOMATIC,2016,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,3 или более,Растаможен,2984000
0,HYUNDAI,CRETA,121,MEDIUM,new,MECHANICAL,2020,GASOLINE,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1298000
127000,NISSAN,X_TRAIL,170,MEDIUM,used,VARIATOR,2007,GASOLINE,Москва и Московская область,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,3 или более,Растаможен,668000
65262,MERCEDES,GLC_KLASSE,170,PREMIUM,used,AUTOMATIC,2016,DIESEL,Москва,внедорожник 5 дв.,красный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,2359000
59426,PORSCHE,CAYENNE,245,PREMIUM,used,AUTOMATIC,2014,DIESEL,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3397000
210000,DODGE,CARAVAN,152,MEDIUM,used,AUTOMATIC,2003,GASOLINE,Москва,минивэн,голубой,передний,Левый,Не требует ремонта,3 или более,Растаможен,299000
109880,MERCEDES,M_KLASSE,249,PREMIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,2200000
284428,KIA,RIO,123,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,хэтчбек 5 дв.,красный,передний,Левый,Не требует ремонта,3 или более,Растаможен,490000
239975,NISSAN,TIIDA,110,MEDIUM,used,MECHANICAL,2008,GASOLINE,Москва,хэтчбек 5 дв.,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,340000
0,AUDI,A4,190,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2730000
74288,PORSCHE,CAYENNE,245,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,фиолетовый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,4648000
48000,FORD,FOCUS,125,MEDIUM,used,ROBOT,2018,GASOLINE,Москва,хэтчбек 5 дв.,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,865000
0,NISSAN,X_TRAIL,171,MEDIUM,new,VARIATOR,2020,GASOLINE,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2281000
119202,PORSCHE,CAYENNE,245,PREMIUM,used,AUTOMATIC,2014,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,3049000
23200,SUZUKI,JIMNY,102,MEDIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 3 дв.,жёлтый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1769600
68021,VOLKSWAGEN,TIGUAN,150,MEDIUM,used,ROBOT,2015,GASOLINE,Москва,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,1150000
0,CITROEN,SPACETOURER,150,MEDIUM,new,AUTOMATIC,2020,DIESEL,Химки,минивэн,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3289900
66300,VOLKSWAGEN,TOUAREG,249,PREMIUM,used,AUTOMATIC,2017,GASOLINE,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3047000
120282,LAND_ROVER,RANGE_ROVER,339,PREMIUM,used,AUTOMATIC,2016,DIESEL,Москва,внедорожник 5 дв.,красный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4699000
0,VOLKSWAGEN,POLO,110,ECONOMY,new,MECHANICAL,2020,GASOLINE,Москва,лифтбек,бежевый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1029000
108000,NISSAN,JUKE,117,MEDIUM,used,VARIATOR,2012,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,3 или более,Растаможен,629000
48143,HYUNDAI,SOLARIS,123,ECONOMY,used,MECHANICAL,2017,GASOLINE,Москва,седан,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,833800
0,AUDI,Q5,249,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,3590000
173000,MITSUBISHI,LANCER,143,MEDIUM,used,VARIATOR,2008,GASOLINE,Москва и Московская область,седан,бежевый,передний,Левый,Не требует ремонта,3 или более,Растаможен,365000
110195,LEXUS,LX,367,PREMIUM,used,AUTOMATIC,2013,GASOLINE,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3730000
24503,TOYOTA,RAV_4,146,MEDIUM,used,VARIATOR,2015,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1747000
0,MERCEDES,GLC_KLASSE,194,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,синий,неизвестно,Левый,Новая,0 владелецев,Растаможен,4651800
143053,TOYOTA,AVENSIS,147,MEDIUM,used,VARIATOR,2010,GASOLINE,Москва,седан,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,680000
54897,BMW,3ER,190,PREMIUM,used,AUTOMATIC,2016,DIESEL,Москва,седан,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1987000
160000,VOLVO,XC60,163,PREMIUM,used,AUTOMATIC,2012,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1215000
0,AUDI,Q5,249,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,3540000
30950,KIA,SPORTAGE,150,MEDIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1815000
380833,TOYOTA,COROLLA,110,MEDIUM,used,MECHANICAL,1998,GASOLINE,Москва,седан,фиолетовый,передний,Левый,Не требует ремонта,3 или более,Растаможен,110000
95657,CITROEN,C1,68,ECONOMY,used,ROBOT,2011,GASOLINE,Москва,хэтчбек 5 дв.,красный,передний,Левый,Не требует ремонта,3 или более,Растаможен,330000
63000,BMW,X5,218,PREMIUM,used,AUTOMATIC,2018,DIESEL,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3249000
79700,OPEL,MOKKA,140,MEDIUM,used,MECHANICAL,2014,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,740000
133000,MITSUBISHI,PAJERO,178,MEDIUM,used,AUTOMATIC,2007,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1189000
97000,NISSAN,PATHFINDER,231,MEDIUM,used,AUTOMATIC,2012,DIESEL,Москва,внедорожник 5 дв.,серебристый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1299000
0,AUDI,A4,190,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3025000
66720,KIA,RIO,95,MEDIUM,used,MECHANICAL,2011,GASOLINE,Москва,хэтчбек 5 дв.,красный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,443000
123000,HYUNDAI,SANTA_FE,174,MEDIUM,used,AUTOMATIC,2010,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,755000
278226,VOLKSWAGEN,PASSAT,160,MEDIUM,used,AUTOMATIC,2008,GASOLINE,Москва и Московская область,седан,бежевый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,440000
212900,SKODA,OCTAVIA,152,MEDIUM,used,ROBOT,2012,GASOLINE,Москва,лифтбек,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,489000
41350,BMW,5ER,184,PREMIUM,used,AUTOMATIC,2018,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,1 владелец,Растаможен,2448000
112341,BMW,X6,313,PREMIUM,used,AUTOMATIC,2015,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,3252000
0,MERCEDES,E_KLASSE,197,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,купе,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,5650990
70641,KIA,SPORTAGE,150,MEDIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,коричневый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,999000
0,VOLKSWAGEN,CARAVELLE,150,MEDIUM,new,ROBOT,2020,DIESEL,Москва,минивэн,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,4277100
59336,MERCEDES,E_KLASSE,245,PREMIUM,used,AUTOMATIC,2017,GASOLINE,Москва,купе,серый,задний,Левый,Не требует ремонта,3 или более,Растаможен,3129000
73689,LAND_ROVER,EVOQUE,150,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,красный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2400000
107000,KIA,SORENTO,175,MEDIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,серебристый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,999000
46399,MERCEDES,E_KLASSE,197,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3098000
153620,FORD,FOCUS,125,MEDIUM,used,MECHANICAL,2006,GASOLINE,Москва,хэтчбек 5 дв.,серый,передний,Левый,Не требует ремонта,3 или более,Растаможен,285000
148100,MERCEDES,E_KLASSE,184,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,седан,белый,задний,Левый,Не требует ремонта,2 владельца,Растаможен,1549000
53605,CITROEN,C4,120,MEDIUM,used,AUTOMATIC,2015,GASOLINE,Москва,седан,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,660000
127967,AUDI,A7,245,PREMIUM,used,AUTOMATIC,2014,DIESEL,Москва,лифтбек,бежевый,полный,Левый,Не требует ремонта,3 или более,Растаможен,1707000
136198,MERCEDES,S_KLASSE_AMG,585,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4090000
140000,CHEVROLET,CRUZE,109,MEDIUM,used,AUTOMATIC,2010,GASOLINE,Москва,седан,голубой,передний,Левый,Не требует ремонта,1 владелец,Растаможен,411000
90666,MITSUBISHI,ASX,140,MEDIUM,used,VARIATOR,2012,GASOLINE,Москва,внедорожник 5 дв.,красный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,790000
0,MERCEDES,GLC_KLASSE,197,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,4830000
87000,PEUGEOT,308,120,MEDIUM,used,AUTOMATIC,2011,GASOLINE,Москва,хэтчбек 5 дв.,серебристый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,460000
46160,VAZ,KALINA,81,ECONOMY,used,MECHANICAL,2009,GASOLINE,Москва,хэтчбек 5 дв.,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,260000
149000,NISSAN,TIIDA,126,MEDIUM,used,MECHANICAL,2007,GASOLINE,Москва,хэтчбек 5 дв.,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,325000
98688,MITSUBISHI,OUTLANDER,170,MEDIUM,used,VARIATOR,2011,GASOLINE,Москва,внедорожник 5 дв.,серебристый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,919000
29500,MAZDA,6,192,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1914000
0,VOLVO,XC60,249,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,4457600
36368,INFINITI,JX,265,PREMIUM,used,VARIATOR,2013,GASOLINE,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,3 или более,Растаможен,1619000
135000,VAZ,KALINA,98,ECONOMY,used,MECHANICAL,2013,GASOLINE,Москва,хэтчбек 5 дв.,красный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,220000
65270,MAZDA,CX_5,150,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Москва,внедорожник 5 дв.,серебристый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,1189000
0,VOLKSWAGEN,PASSAT,150,MEDIUM,new,ROBOT,2020,GASOLINE,Москва,седан,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2489000
112000,AUDI,Q5,271,PREMIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,949000
0,AUDI,A6,245,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,седан,зелёный,неизвестно,Левый,Новая,0 владелецев,Растаможен,4579100
53263,VOLKSWAGEN,POLO,110,ECONOMY,used,AUTOMATIC,2018,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,740000
170215,NISSAN,QASHQAI,144,MEDIUM,used,VARIATOR,2014,GASOLINE,Москва,внедорожник 5 дв.,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1100000
103359,HYUNDAI,IX35,150,MEDIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,серебристый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,850000
109000,SSANG_YONG,KYRON,141,MEDIUM,used,AUTOMATIC,2012,DIESEL,Москва,внедорожник 5 дв.,серебристый,полный,Левый,Не требует ремонта,3 или более,Растаможен,539000
16323,MERCEDES,CLA_KLASSE,156,PREMIUM,used,ROBOT,2015,GASOLINE,Москва,седан,красный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,1848000
0,MERCEDES,GLC_KLASSE,197,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,4830000
181016,BMW,X3,249,PREMIUM,used,AUTOMATIC,2012,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1560000
188000,KIA,CEED,143,MEDIUM,used,AUTOMATIC,2008,GASOLINE,Москва,хэтчбек 5 дв.,бежевый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,419800
7313,VOLVO,XC60,249,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3300000
36973,HAIMA,3,112,ECONOMY,used,MECHANICAL,2011,GASOLINE,Химки,хэтчбек 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,199000
13389,SKODA,KODIAQ,150,MEDIUM,used,ROBOT,2019,GASOLINE,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2225000
110000,VOLKSWAGEN,TIGUAN,170,MEDIUM,used,AUTOMATIC,2010,GASOLINE,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,739000
99000,VOLKSWAGEN,TIGUAN,170,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,3 или более,Растаможен,849000
0,AUDI,Q3_SPORTBACK,180,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,внедорожник 5 дв.,красный,неизвестно,Левый,Новая,0 владелецев,Растаможен,3252000
119000,VOLKSWAGEN,TOUAREG,249,PREMIUM,used,AUTOMATIC,2012,GASOLINE,Москва,внедорожник 5 дв.,серебристый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1239000
0,MERCEDES,GLC_COUPE,245,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,5690000
35425,MERCEDES,C_KLASSE,150,PREMIUM,used,AUTOMATIC,2018,GASOLINE,Москва,седан,серебристый,задний,Левый,Не требует ремонта,1 владелец,Растаможен,2420000
108000,VOLKSWAGEN,TIGUAN,150,MEDIUM,used,ROBOT,2013,GASOLINE,Москва,внедорожник 5 дв.,белый,передний,Левый,Не требует ремонта,3 или более,Растаможен,815000
240016,CHEVROLET,LACETTI,109,ECONOMY,used,MECHANICAL,2008,GASOLINE,Москва,хэтчбек 5 дв.,белый,передний,Левый,Не требует ремонта,3 или более,Растаможен,260000
43078,MERCEDES,GLE_KLASSE_AMG,367,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,внедорожник 5 дв.,голубой,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4180000
54000,UAZ,PATRIOT,135,ECONOMY,used,MECHANICAL,2018,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,860000
99000,HYUNDAI,SOLARIS,123,ECONOMY,used,AUTOMATIC,2017,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,690000
22000,ZOTYE,T600,149,MEDIUM,used,MECHANICAL,2018,GASOLINE,Москва,внедорожник 5 дв.,пурпурный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,775000
