km_age,mark,model,power,segment,state,transmission,year,engine_type,region,body_type,color,drive_type,wheell_type,condition,owners_count,customs_cleared,price
46200,MAZDA,6,150,MEDIUM,used,AUTOMATIC,2016,GASOLINE,Москва,седан,красный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,1470000
197000,MAZDA,3,105,MEDIUM,used,AUTOMATIC,2007,GASOLINE,Москва,седан,красный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,410000
135000,VAZ,21099,70,ECONOMY,used,MECHANICAL,2001,GASOLINE,Москва,седан,серебристый,передний,Левый,Не требует ремонта,3 или более,Растаможен,55000
62458,VAZ,2101,59,ECONOMY,used,MECHANICAL,1980,GASOLINE,Москва,седан,голубой,задний,Левый,Не требует ремонта,2 владельца,Растаможен,150000
83650,OPEL,ASTRA,140,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Тула,хэтчбек 5 дв.,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,649000
142000,LAND_ROVER,DISCOVERY,245,PREMIUM,used,AUTOMATIC,2011,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1725000
119359,MERCEDES,E_KLASSE,231,PREMIUM,used,AUTOMATIC,2009,GASOLINE,Москва,седан,коричневый,задний,Левый,Не требует ремонта,1 владелец,Растаможен,790000
197315,HYUNDAI,SOLARIS,123,ECONOMY,used,AUTOMATIC,2016,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,590000
495000,BMW,5ER,218,PREMIUM,used,AUTOMATIC,2005,GASOLINE,Москва,седан,синий,задний,Левый,Не требует ремонта,3 или более,Растаможен,595000
99000,MERCEDES,CL_KLASSE_AMG,525,PREMIUM,used,AUTOMATIC,2007,GASOLINE,Москва,купе-хардтоп,чёрный,задний,Левый,Не требует ремонта,3 или более,Растаможен,1300000
89652,VAZ,2107,74,ECONOMY,used,MECHANICAL,2011,GASOLINE,Балашиха,седан,зелёный,задний,Левый,Не требует ремонта,2 владельца,Растаможен,83000
200000,RENAULT,MEGANE,95,MEDIUM,used,MECHANICAL,2003,GASOLINE,Калуга,седан,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,130000
260000,VOLKSWAGEN,MULTIVAN,235,MEDIUM,used,AUTOMATIC,2006,GASOLINE,Москва,минивэн,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,1000000
0,BMW,X6,340,PREMIUM,new,AUTOMATIC,2020,GASOLINE,Москва,внедорожник 5 дв.,коричневый,неизвестно,Левый,Новая,0 владелецев,Растаможен,6720000
152000,VOLKSWAGEN,JETTA,150,MEDIUM,used,MECHANICAL,2012,GASOLINE,Одинцово,седан,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,510000
78457,KIA,CEED,129,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Тула,хэтчбек 5 дв.,синий,передний,Левый,Не требует ремонта,3 или более,Растаможен,699000
17400,HYUNDAI,SANTA_FE,200,MEDIUM,used,AUTOMATIC,2019,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2870000
70954,HYUNDAI,SOLARIS,123,ECONOMY,used,AUTOMATIC,2015,GASOLINE,Калуга,хэтчбек 5 дв.,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,700000
110500,MITSUBISHI,L200,136,MEDIUM,used,MECHANICAL,2008,DIESEL,Королёв,пикап двойная кабина,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,799000
9900,BMW,7ER,249,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,1 владелец,Растаможен,5050000
67000,MERCEDES,GLE_KLASSE_AMG,367,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3750000
178000,LEXUS,IS,208,PREMIUM,used,AUTOMATIC,2008,GASOLINE,Москва,седан,красный,задний,Левый,Не требует ремонта,3 или более,Растаможен,895000
270000,MITSUBISHI,PAJERO_PININ,116,MEDIUM,used,MECHANICAL,2004,GASOLINE,Новомосковск,внедорожник 3 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,260000
108665,MAZDA,CX_7,244,MEDIUM,used,AUTOMATIC,2007,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,3 или более,Растаможен,475000
39900,LAND_ROVER,RANGE_ROVER_SPORT,550,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,5438000
3100,PORSCHE,PANAMERA,460,PREMIUM,used,ROBOT,2019,GASOLINE,Москва,хэтчбек 5 дв.,серый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,9349000
190000,CHEVROLET,ORLANDO,163,MEDIUM,used,AUTOMATIC,2014,DIESEL,Москва,компактвэн,коричневый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,840000
17000,BMW,3ER,190,PREMIUM,used,AUTOMATIC,2018,DIESEL,Москва,седан,синий,задний,Левый,Не требует ремонта,1 владелец,Растаможен,2400000
61851,CHEVROLET,CRUZE,141,MEDIUM,used,MECHANICAL,2015,GASOLINE,Москва,седан,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,719000
32961,VOLKSWAGEN,TIGUAN,125,MEDIUM,used,MECHANICAL,2018,GASOLINE,Тула,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1545000
148000,BMW,X5,306,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,3 или более,Растаможен,2200000
0,MITSUBISHI,PAJERO_SPORT,181,MEDIUM,new,MECHANICAL,2020,DIESEL,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2630430
246182,VOLKSWAGEN,POLO,60,ECONOMY,used,MECHANICAL,1997,GASOLINE,Конаково,седан,зелёный,передний,Левый,Не требует ремонта,3 или более,Растаможен,130000
172000,OPEL,ASTRA,140,MEDIUM,used,AUTOMATIC,2011,GASOLINE,Москва,универсал 5 дв.,коричневый,передний,Левый,Не требует ремонта,3 или более,Растаможен,470000
36000,VAZ,2107,73,ECONOMY,used,MECHANICAL,2008,GASOLINE,Чехов,седан,зелёный,задний,Левый,Не требует ремонта,2 владельца,Растаможен,39990
90000,TOYOTA,RAV_4,148,MEDIUM,used,VARIATOR,2012,GASOLINE,Тверь,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1150000
85000,BMW,X5,218,PREMIUM,used,AUTOMATIC,2015,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2500000
4000,GENESIS,G90,370,PREMIUM,used,AUTOMATIC,2017,GASOLINE,Москва и Московская область,седан,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4200000
700,HYUNDAI,GRAND_STAREX,175,MEDIUM,used,AUTOMATIC,2019,DIESEL,Москва,минивэн,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2855000
58000,BENTLEY,CONTINENTAL_GT,560,PREMIUM,used,AUTOMATIC,2011,GASOLINE,Москва,купе,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,4235555
81942,MERCEDES,VITO,136,PREMIUM,used,AUTOMATIC,2016,DIESEL,Москва,минивэн,синий,задний,Левый,Не требует ремонта,3 или более,Растаможен,2298000
127409,VOLKSWAGEN,MULTIVAN,140,PREMIUM,used,MECHANICAL,2013,DIESEL,Москва,минивэн,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,1798000
95000,VAZ,2110,79,ECONOMY,used,MECHANICAL,2002,GASOLINE,Москва,седан,фиолетовый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,115000
49778,TOYOTA,LAND_CRUISER_PRADO,177,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3297000
15000,MERCEDES,G_KLASSE,422,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,6900000
98000,TOYOTA,LAND_CRUISER,235,PREMIUM,used,AUTOMATIC,2014,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,3200000
54240,MERCEDES,GLE_KLASSE,245,PREMIUM,used,AUTOMATIC,2019,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,5148000
37000,KIA,CARNIVAL,202,MEDIUM,used,AUTOMATIC,2016,DIESEL,Мытищи,минивэн,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1970000
196200,CITROEN,C4_PICASSO,125,MEDIUM,used,MECHANICAL,2008,GASOLINE,Москва,компактвэн,бежевый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,505000
215000,NISSAN,WINGROAD,120,MEDIUM,used,AUTOMATIC,2002,GASOLINE,Москва,универсал 5 дв.,серебристый,передний,Правый,Не требует ремонта,3 или более,Растаможен,330000
175000,LAND_ROVER,DEFENDER,136,MEDIUM,used,MECHANICAL,1988,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,575000
300000,FORD,FOCUS,100,MEDIUM,used,MECHANICAL,2005,GASOLINE,Москва,хэтчбек 5 дв.,синий,передний,Левый,Не требует ремонта,2 владельца,Растаможен,240000
85000,MERCEDES,C_KLASSE,156,PREMIUM,used,AUTOMATIC,2011,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,3 или более,Растаможен,810000
325700,BMW,3ER,193,PREMIUM,used,MECHANICAL,1999,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,3 или более,Растаможен,305000
33000,MERCEDES,S_KLASSE,367,PREMIUM,used,AUTOMATIC,2017,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,5840000
201000,PEUGEOT,206,109,ECONOMY,used,MECHANICAL,2004,GASOLINE,Долгопрудный,хэтчбек 3 дв.,серый,передний,Левый,Не требует ремонта,3 или более,Растаможен,175000
270000,SAAB,9_3,175,MEDIUM,used,AUTOMATIC,2003,GASOLINE,Тверь,седан,серебристый,передний,Левый,Не требует ремонта,3 или более,Растаможен,310000
380000,CHEVROLET,CRUZE,141,MEDIUM,used,MECHANICAL,2014,GASOLINE,Москва,универсал 5 дв.,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,470000
22880,BMW,5ER,249,PREMIUM,used,AUTOMATIC,2019,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,3450000
198000,CITROEN,BERLINGO,71,MEDIUM,used,MECHANICAL,2008,DIESEL,Подольск,компактвэн,белый,передний,Левый,Не требует ремонта,3 или более,Растаможен,215000
46000,UAZ,PATRIOT,135,ECONOMY,used,MECHANICAL,2016,GASOLINE,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,699000
0,JEEP,RENEGADE,140,MEDIUM,new,ROBOT,2019,GASOLINE,Москва,внедорожник 5 дв.,чёрный,неизвестно,Левый,Новая,0 владелецев,Растаможен,2050000
0,JAGUAR,F_PACE,180,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,4451000
67000,AUDI,A3,150,PREMIUM,used,ROBOT,2017,GASOLINE,Рязань,седан,красный,передний,Левый,Не требует ремонта,3 или более,Растаможен,1080000
200000,VAZ,2170,98,ECONOMY,used,MECHANICAL,2008,GASOLINE,Тула,седан,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,170000
69000,OPEL,ASTRA,140,MEDIUM,used,AUTOMATIC,2013,GASOLINE,Москва,хэтчбек 3 дв.,синий,передний,Левый,Не требует ремонта,3 или более,Растаможен,640000
106846,KIA,RIO,123,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Калуга,хэтчбек 5 дв.,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,875000
178000,VOLVO,XC60,175,PREMIUM,used,MECHANICAL,2009,DIESEL,Москва,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,830000
0,LAND_ROVER,EVOQUE,150,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,серебристый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3832000
35000,HYUNDAI,GRAND_STAREX,174,MEDIUM,used,AUTOMATIC,2017,DIESEL,Москва,минивэн,белый,задний,Левый,Не требует ремонта,1 владелец,Растаможен,2165000
107896,MERCEDES,E_KLASSE,184,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,2 владельца,Растаможен,1750000
68890,MERCEDES,V_KLASSE,211,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,минивэн,чёрный,задний,Левый,Не требует ремонта,2 владельца,Растаможен,3240000
0,VOLKSWAGEN,JETTA,110,MEDIUM,new,MECHANICAL,2020,GASOLINE,Москва и Московская область,седан,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1697500
207322,VAZ,LARGUS,84,ECONOMY,used,MECHANICAL,2014,GASOLINE,Калуга,фургон,серебристый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,285000
22000,FIAT,500,102,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Москва,хэтчбек 3 дв.,красный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1100000
151646,INFINITI,QX70,238,PREMIUM,used,AUTOMATIC,2015,DIESEL,Тула,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1899000
119000,CHEVROLET,AVEO,115,ECONOMY,used,AUTOMATIC,2013,GASOLINE,Кимры,седан,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,420000
104000,NISSAN,QASHQAI,115,MEDIUM,used,MECHANICAL,2014,GASOLINE,Тула,внедорожник 5 дв.,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,849000
90000,DODGE,CARAVAN,152,MEDIUM,used,AUTOMATIC,2002,GASOLINE,Москва,минивэн,серебристый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,210000
280000,MITSUBISHI,LANCER,98,MEDIUM,used,AUTOMATIC,2006,GASOLINE,Москва,универсал 5 дв.,серый,передний,Левый,Не требует ремонта,3 или более,Растаможен,260000
178000,VAZ,2113,81,ECONOMY,used,MECHANICAL,2009,GASOLINE,Москва,хэтчбек 3 дв.,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,101000
176000,PEUGEOT,406,116,MEDIUM,used,AUTOMATIC,2002,GASOLINE,Москва,седан,красный,передний,Левый,Не требует ремонта,3 или более,Растаможен,199000
0,GREAT_WALL,WINGLE_7,143,MEDIUM,new,MECHANICAL,2020,DIESEL,Тверь,пикап двойная кабина,белый,неизвестно,Левый,Новая,0 владелецев,Растаможен,1699000
145000,CITROEN,C4_PICASSO,150,MEDIUM,used,AUTOMATIC,2014,GASOLINE,Архангельское,компактвэн,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1050000
228244,SSANG_YONG,ACTYON_SPORT,141,MEDIUM,used,MECHANICAL,2011,DIESEL,Москва,пикап двойная кабина,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,495000
80295,MERCEDES,GLE_KLASSE_COUPE,333,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3590000
76231,INFINITI,Q30,211,PREMIUM,used,ROBOT,2017,GASOLINE,Москва,хэтчбек 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1860000
140000,MERCEDES,GL_KLASSE,435,PREMIUM,used,AUTOMATIC,2013,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1900000
156000,INFINITI,G35,284,PREMIUM,used,AUTOMATIC,2003,GASOLINE,Москва,седан,синий,задний,Левый,Не требует ремонта,3 или более,Растаможен,380000
175000,CHEVROLET,LACETTI,109,ECONOMY,used,MECHANICAL,2011,GASOLINE,Москва,хэтчбек 5 дв.,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,290000
164141,VAZ,2170,98,ECONOMY,used,MECHANICAL,2008,GASOLINE,Москва,седан,серебристый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,185000
131000,MAZDA,6,120,MEDIUM,used,MECHANICAL,2007,GASOLINE,Москва,лифтбек,серый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,439000
245000,OPEL,VECTRA,140,MEDIUM,used,ROBOT,2007,GASOLINE,Москва,универсал 5 дв.,серый,передний,Левый,Не требует ремонта,3 или более,Растаможен,260000
50000,TOYOTA,RAV_4,146,MEDIUM,used,VARIATOR,2016,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1700000
121000,VOLKSWAGEN,MULTIVAN,180,PREMIUM,used,ROBOT,2017,DIESEL,Москва,минивэн,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,3470000
323000,VOLKSWAGEN,PASSAT,193,MEDIUM,used,AUTOMATIC,2004,GASOLINE,Мытищи,седан,синий,полный,Левый,Не требует ремонта,3 или более,Растаможен,200000
235592,PLYMOUTH,VOYAGER,150,MEDIUM,used,AUTOMATIC,1998,GASOLINE,Москва,минивэн,белый,передний,Левый,Не требует ремонта,3 или более,Растаможен,160000
183000,BMW,7ER,407,PREMIUM,used,AUTOMATIC,2008,GASOLINE,Москва,седан,чёрный,задний,Левый,Не требует ремонта,3 или более,Растаможен,780000
0,MERCEDES,GLS_KLASSE,330,PREMIUM,new,AUTOMATIC,2020,DIESEL,Москва,внедорожник 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,9162900
96000,VAZ,2121,83,ECONOMY,used,MECHANICAL,2014,GASOLINE,Тула,внедорожник 3 дв.,зелёный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,289000
242000,SSANG_YONG,KYRON,141,MEDIUM,used,AUTOMATIC,2010,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,3 или более,Растаможен,590000
105490,VOLVO,V90_CROSS_COUNTRY,190,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,универсал 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,3295000
163000,PEUGEOT,508,136,MEDIUM,used,AUTOMATIC,2012,DIESEL,Москва,седан,коричневый,передний,Левый,Не требует ремонта,3 или более,Растаможен,780000
33200,MERCEDES,E_KLASSE,184,PREMIUM,used,AUTOMATIC,2018,GASOLINE,Москва,купе,серый,задний,Левый,Не требует ремонта,1 владелец,Растаможен,3000000
167000,CHEVROLET,AVEO,115,ECONOMY,used,MECHANICAL,2013,GASOLINE,Москва,седан,белый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,375000
83600,BMW,X5,381,PREMIUM,used,AUTOMATIC,2016,DIESEL,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,3 или более,Растаможен,3590000
70000,VAZ,XRAY,122,ECONOMY,used,ROBOT,2017,GASOLINE,Ивантеевка,хэтчбек 5 дв.,серый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,530000
124610,MAZDA,6,150,MEDIUM,used,AUTOMATIC,2015,GASOLINE,Тула,седан,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1285000
48237,NISSAN,JUKE,117,MEDIUM,used,VARIATOR,2014,GASOLINE,Тула,внедорожник 5 дв.,красный,передний,Левый,Не требует ремонта,3 или более,Растаможен,775000
84000,KIA,SOUL,132,MEDIUM,used,AUTOMATIC,2017,GASOLINE,Москва,хэтчбек 5 дв.,голубой,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1230000
26000,NISSAN,X_TRAIL,144,MEDIUM,used,VARIATOR,2019,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,1700000
197879,CHRYSLER,300M,252,MEDIUM,used,AUTOMATIC,1998,GASOLINE,Пушкино,седан,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,230000
49500,KIA,OPTIMA,188,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Обнинск,седан,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1499000
66400,SKODA,OCTAVIA,180,MEDIUM,used,ROBOT,2016,GASOLINE,Москва,лифтбек,синий,передний,Левый,Не требует ремонта,2 владельца,Растаможен,1215000
130000,ZAZ,CHANCE,85,ECONOMY,used,MECHANICAL,2010,GASOLINE,Владимир,седан,синий,передний,Левый,Не требует ремонта,3 или более,Растаможен,120000
178000,MERCEDES,S_KLASSE,231,PREMIUM,used,AUTOMATIC,1997,GASOLINE,Москва,седан,синий,задний,Левый,Не требует ремонта,3 или более,Растаможен,750000
0,RENAULT,LOGAN,82,ECONOMY,new,MECHANICAL,2020,GASOLINE,Москва,седан,коричневый,неизвестно,Левый,Новая,0 владелецев,Растаможен,848000
59478,KIA,SORENTO,200,MEDIUM,used,AUTOMATIC,2017,DIESEL,Тула,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2119000
115000,BMW,X3,184,PREMIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1570000
0,AUDI,E_TRON,408,PREMIUM,new,AUTOMATIC,2020,ELECTRO,Москва,внедорожник 5 дв.,синий,неизвестно,Левый,Новая,0 владелецев,Растаможен,6627558
275,MERCEDES,VITO,190,PREMIUM,used,AUTOMATIC,2018,DIESEL,Москва,минивэн,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,17000000
112000,MITSUBISHI,L200,178,MEDIUM,used,AUTOMATIC,2014,DIESEL,Дмитров,пикап двойная кабина,серебристый,полный,Левый,Не требует ремонта,3 или более,Растаможен,1450000
264717,VOLKSWAGEN,JETTA,102,MEDIUM,used,AUTOMATIC,2009,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,1 владелец,Растаможен,420000
111573,LAND_ROVER,DISCOVERY_SPORT,240,MEDIUM,used,AUTOMATIC,2015,GASOLINE,Москва,внедорожник 5 дв.,серый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2000000
37000,DODGE,CHALLENGER,380,MEDIUM,used,AUTOMATIC,2019,GASOLINE,Реутов,купе,чёрный,задний,Левый,Не требует ремонта,1 владелец,Растаможен,3300000
0,OPEL,ZAFIRA_LIFE,150,MEDIUM,new,AUTOMATIC,2020,DIESEL,Москва,минивэн,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,2769000
121000,MERCEDES,C_KLASSE,231,PREMIUM,used,AUTOMATIC,2009,GASOLINE,Москва,седан,бежевый,полный,Левый,Не требует ремонта,3 или более,Растаможен,640000
182100,DODGE,CARAVAN,152,MEDIUM,used,AUTOMATIC,2001,GASOLINE,Москва,минивэн,зелёный,передний,Левый,Не требует ремонта,3 или более,Растаможен,319000
0,AUDI,A4_ALLROAD,249,PREMIUM,new,ROBOT,2020,GASOLINE,Москва,универсал 5 дв.,серый,неизвестно,Левый,Новая,0 владелецев,Растаможен,3928752
215000,MITSUBISHI,LANCER,98,MEDIUM,used,MECHANICAL,2006,GASOLINE,Москва,седан,синий,передний,Левый,Не требует ремонта,3 или более,Растаможен,205000
747,SKODA,RAPID,110,ECONOMY,used,AUTOMATIC,2020,GASOLINE,Москва,лифтбек,синий,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1100000
81338,MERCEDES,GLS_KLASSE,249,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,белый,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4140000
40000,AUDI,A3,122,PREMIUM,used,ROBOT,2013,GASOLINE,Москва,хэтчбек 5 дв.,чёрный,передний,Левый,Не требует ремонта,2 владельца,Растаможен,950000
900000,RENAULT,FLUENCE,106,MEDIUM,used,MECHANICAL,2010,GASOLINE,Калуга,седан,красный,передний,Левый,Не требует ремонта,3 или более,Растаможен,400000
62000,PORSCHE,MACAN,245,PREMIUM,used,ROBOT,2017,DIESEL,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4599000
135000,SUZUKI,LIANA,107,ECONOMY,used,MECHANICAL,2005,GASOLINE,Раменское,седан,голубой,полный,Левый,Не требует ремонта,2 владельца,Растаможен,235000
2100,ZAZ,968,42,ECONOMY,used,MECHANICAL,1977,GASOLINE,Москва,седан 2 дв.,красный,задний,Левый,Не требует ремонта,1 владелец,Растаможен,599000
58000,CITROEN,C4,150,MEDIUM,used,AUTOMATIC,2018,GASOLINE,Тверь,седан,белый,передний,Левый,Не требует ремонта,1 владелец,Растаможен,1100000
87637,TOYOTA,LAND_CRUISER_PRADO,173,PREMIUM,used,AUTOMATIC,2013,DIESEL,Киржач,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,2450000
63749,AUDI,A8,310,PREMIUM,used,AUTOMATIC,2016,GASOLINE,Москва,седан,чёрный,полный,Левый,Не требует ремонта,1 владелец,Растаможен,4000000
233000,MITSUBISHI,OUTLANDER,160,MEDIUM,used,AUTOMATIC,2008,GASOLINE,Одинцово,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,590000
309000,HYUNDAI,SONATA,172,MEDIUM,used,AUTOMATIC,2004,GASOLINE,Москва,седан,чёрный,передний,Левый,Не требует ремонта,3 или более,Растаможен,349000
198000,LAND_ROVER,RANGE_ROVER,510,PREMIUM,used,AUTOMATIC,2011,GASOLINE,Москва,внедорожник 5 дв.,коричневый,полный,Левый,Не требует ремонта,3 или более,Растаможен,1163000
64000,MERCEDES,S_KLASSE,517,PREMIUM,used,AUTOMATIC,2008,GASOLINE,Гаврилково,седан,чёрный,задний,Левый,Не требует ремонта,2 владельца,Растаможен,5500000
19500,DATSUN,ON_DO,87,ECONOMY,used,AUTOMATIC,2019,GASOLINE,Москва,седан,серый,передний,Левый,Не требует ремонта,2 владельца,Растаможен,420000
131800,AUDI,A5,272,PREMIUM,used,ROBOT,2012,GASOLINE,Москва,лифтбек,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,1800000
40000,BMW,I3,170,PREMIUM,used,AUTOMATIC,2017,HYBRID,Москва,хэтчбек 5 дв.,чёрный,задний,Левый,Не требует ремонта,1 владелец,Растаможен,2130000
224748,HONDA,CR_V,128,MEDIUM,used,MECHANICAL,1998,GASOLINE,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,345000
145000,LAND_ROVER,RANGE_ROVER,286,PREMIUM,used,AUTOMATIC,2004,GASOLINE,Москва,внедорожник 5 дв.,синий,полный,Левый,Не требует ремонта,1 владелец,Растаможен,777000
66609,MERCEDES,GLC_KLASSE,204,PREMIUM,used,AUTOMATIC,2017,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,3 или более,Растаможен,2774000
132176,BMW,X5,249,PREMIUM,used,AUTOMATIC,2015,DIESEL,Москва,внедорожник 5 дв.,чёрный,полный,Левый,Не требует ремонта,2 владельца,Растаможен,3099000
